index,fish-a1-002,fish-a2-029,fish-b1-158,fish-b2-171,fish-c1-008,fish-c2-018,larvae-18BG,larvae-23BGD
5423,0.849425,0.831602,0.75673,0.851936,0.781972,0.72004,0.86165,0.808889
5424,0.83196,0.822289,0.694992,0.838527,0.726944,0.683917,0.871324,0.797203
5425,0.676829,0.756677,0.663212,0.786885,0.717391,0.502058,0.816901,0.636364
5426,0.707483,0.759531,0.803681,0.752137,0.655172,0.733333,0.868421,0.865385
5427,0.564748,0.604061,0.642384,0.597765,0.570694,0.646288,0.828025,0.936709
5428,0.621554,0.617918,0.593458,0.583691,0.636923,0.626734,0.942105,0.978261
5429,0.4947,0.520197,0.667851,0.569697,0.53629,0.579916,0.88,0.896825
5430,0.50678,0.534036,0.710297,0.577586,0.566346,0.580227,0.876866,0.869565
5431,0.490789,0.49887,0.654939,0.585082,0.549169,0.566906,0.903509,0.894444
5432,0.374687,0.432046,0.470968,0.395506,0.409418,0.459705,0.884298,0.851282
5433,0.460497,0.467508,0.555556,0.512195,0.476844,0.47104,0.873894,0.831224
5434,0.697928,0.652495,0.715393,0.677932,0.635632,0.555203,0.878407,0.891129
5435,0.704255,0.740096,0.799774,0.81391,0.641498,0.623612,0.869048,0.855556
5436,0.673298,0.702783,0.790909,0.838649,0.603985,0.627853,0.882,0.839552
5437,0.789331,0.803954,0.855596,0.907407,0.751948,0.695623,0.893058,0.863971
5438,0.585959,0.657339,0.843225,0.885274,0.528029,0.619286,0.918,0.918919
5439,0.682399,0.724267,0.87372,0.914894,0.64002,0.653903,0.905437,0.916667
5440,0.647525,0.720201,0.874579,0.905769,0.625125,0.657588,0.928571,0.9375
5441,0.594292,0.663206,0.833473,0.85098,0.599074,0.614286,0.872629,0.915344
5442,0.495423,0.426637,0.653916,0.653527,0.381894,0.411179,0.762542,0.75817
5443,0.340741,0.551948,0.52381,0.435644,0.27381,0.493976,0.446154,0.2
5444,0.732877,0.722704,0.502415,0.786585,0.681818,0.478431,0.804688,0.884615
5445,0.981132,0.977444,0.942857,0.956522,0.921053,0.925926,1,1
5446,0.959184,0.924883,0.986111,0.939394,0.944444,0.936709,0.95,1
5447,0.870588,0.870588,0.8,0.915493,0.835897,0.846154,0.946429,1
5448,0.76009,0.740933,0.707006,0.763713,0.699422,0.687234,0.892857,0.873016
5449,0.598214,0.565022,0.361702,0.531646,0.347826,0.353846,0.759259,0.722222
5450,0.83956,0.936893,0.94198,0.947581,0.882812,0.919897,0.934673,0.942149
5451,0.846983,0.943728,0.959752,0.954198,0.867299,0.916667,0.892157,0.952381
5452,0.675676,0.865904,0.911205,0.810219,0.724502,0.862697,0.875,0.900621
5453,0.636301,0.756007,0.702904,0.731618,0.597814,0.668598,0.835148,0.849858
5454,0.563265,0.59176,0.49697,0.584795,0.539568,0.413408,0.728155,0.733333
5455,0.670588,0.691304,0.684211,0.757143,0.590909,0.666667,0.705882,0.684211
5456,0.228916,0.443182,0.76,0.02439,0.2,0.7,0.628571,0.47619
5457,0.068966,0.462366,0.723684,0.039216,0.236364,0.722222,0.636364,0.428571
5458,0.713178,0.677043,0.811966,0.607595,0.638554,0.764045,0.78125,0.777778
5459,0.8125,0.863354,0.882353,0.690476,0.642857,0.826087,0.849315,0.862069
5460,0.741176,0.689796,0.765432,0.633987,0.730159,0.737778,0.839623,0.857143
5461,0.564103,0.581081,0.616,0.627329,0.695876,0.632479,0.852174,0.758621
5462,0.866828,0.774965,0.773292,0.786408,0.819892,0.799499,0.887417,0.8875
5463,0.864307,0.798387,0.8,0.80163,0.856077,0.728674,0.921708,0.908497
5464,0.754335,0.604222,0.723577,0.685279,0.776224,0.609195,0.889262,0.896552
5465,0.571256,0.496135,0.510665,0.434125,0.622727,0.530764,0.893443,0.904545
5466,0.615018,0.512212,0.61834,0.551064,0.693631,0.520722,0.916216,0.902655
5467,0.780911,0.657775,0.727907,0.721344,0.806105,0.584894,0.924242,0.926531
5468,0.784057,0.667676,0.683742,0.673585,0.75641,0.552993,0.899522,0.941634
5469,0.682635,0.609741,0.671233,0.675373,0.713783,0.51941,0.898618,0.900369
5470,0.643357,0.619173,0.657552,0.552553,0.351421,0.584373,0.830389,0.818681
5471,0.693314,0.671875,0.634921,0.538462,0.636122,0.578595,0.776557,0.713483
5472,0.565868,0.52552,0.499329,0.403974,0.532926,0.515954,0.67433,0.617143
5473,0.525926,0.526445,0.52354,0.452489,0.596631,0.442741,0.761682,0.809524
5474,0.481375,0.455046,0.509485,0.414966,0.470914,0.390922,0.639456,0.663636
5475,0.916399,0.891743,0.927536,0.932432,0.92029,0.883803,0.789474,0.857143
5476,0.926097,0.923288,0.918819,0.90367,0.911504,0.890591,0.933333,0.947368
5477,0.848821,0.837859,0.744048,0.852151,0.744053,0.683297,0.958333,0.9375
5478,0.785714,0.74937,0.685714,0.785714,0.68315,0.639485,0.925926,0.882353
5479,0.854749,0.858166,0.784,0.873684,0.772124,0.716495,0.75,1
5480,0.862857,0.869501,0.806584,0.881356,0.777778,0.758427,0.875,1
5481,0.804665,0.822995,0.788136,0.887574,0.817043,0.728916,0.736842,1
5482,0.513274,0.599057,0.19697,0.283951,0.451613,0.666667,0.754386,0.821429
5483,0.556391,0.608163,0.37037,0.377778,0.464286,0.602151,0.692308,0.727273
5484,0.567568,0.676364,0.4375,0.445545,0.491803,0.733871,0.5,0.552632
5485,0.535948,0.659722,0.424242,0.390476,0.439024,0.656716,0.52,0.575
5486,0.421705,0.422925,0.256098,0.3,0.385374,0.519108,0.124424,0.083333
5487,0.329851,0.370225,0.24186,0.301325,0.303982,0.414938,0.09633,0.080357
5488,0.285714,0.338086,0.193333,0.25625,0.211806,0.292962,0.120482,0.06
5489,0.29703,0.315789,0.16185,0.207317,0.182836,0.222222,0.119048,0.166667
5490,0.759124,0.839763,0.693069,0.6875,0.838384,0.789474,0.642857,1
5491,0.915966,0.93609,0.882653,0.91411,0.87395,0.882979,0.785714,1
5492,0.853211,0.832025,0.793249,0.811791,0.818182,0.774067,0.880597,0.884615
5493,0.553846,0.714912,0.748366,0.65873,0.736334,0.741848,0.910569,0.898734
5494,0.630021,0.796438,0.822485,0.817544,0.761792,0.780591,0.935065,0.91954
5495,0.6337,0.8,0.780556,0.84466,0.748466,0.810526,0.94012,0.927835
5496,0.818182,0.845516,0.773788,0.853061,0.783565,0.763134,0.907216,0.887574
5497,0.75082,0.37963,0.699219,0.808989,0.695122,0.479508,0.877049,0.938272
5498,0.36612,0.092141,0.309211,0.20339,0.203488,0.202312,0.083333,0.034483
5499,0.428135,0.235189,0.339623,0.359116,0.309735,0.230352,0.067797,0.097561
5500,0.50565,0.27656,0.432234,0.44898,0.354331,0.335878,0.098361,0.071429
5501,0.590686,0.358865,0.605351,0.523364,0.442886,0.399185,0.123077,0.076923
5502,0.597727,0.280105,0.659236,0.509009,0.377295,0.357143,0.081081,0.033898
5503,0.469799,0.198718,0.49375,0.343612,0.293548,0.262976,0.074074,0.032258
5504,0.432297,0.135207,0.214485,0.181223,0.183085,0.106003,0.072874,0.070513
5505,0.781008,0.67707,0.766484,0.82906,0.720396,0.657602,0.438525,0.462025
5506,0.816505,0.620668,0.776119,0.836364,0.798488,0.597666,0.303279,0.245283
5507,0.822896,0.587781,0.734807,0.785859,0.770145,0.580194,0.228216,0.14557
5508,0.618321,0.475032,0.55291,0.603333,0.431561,0.350501,0.212121,0.234568
5509,0.783133,0.760181,0.841463,0.827338,0.666667,0.461538,0.6,0.666667
5510,0.616766,0.330612,0.593407,0.726562,0.316279,0,0.191489,0
5511,0.628676,0.507782,0.666667,0.572289,0.576779,0.414894,0.866071,0.821918
5512,0.170772,0.029412,0.018519,0.028571,0.027987,0.023555,0.558974,0.591463
5513,0.600454,0.467505,0.550996,0.513699,0.534443,0.400233,0.757098,0.7625
5514,0.155116,0.037611,0.054194,0.047404,0.054928,0.045971,0.683047,0.695793
5515,0.217054,0.099665,0.104197,0.111111,0.144005,0.121175,0.809659,0.777778
5516,0.20839,0.11882,0.099688,0.129944,0.184401,0.160078,0.674923,0.732218
5517,0.150621,0.123651,0.121043,0.137584,0.178007,0.211871,0.714777,0.712264
5518,0.121457,0.243781,0.080925,0.109375,0.166341,0.248244,0.418182,0.413462
5519,0.945312,0.953191,0.943548,0.929078,0.933333,0.907767,0.964286,0.921569
5520,0.901818,0.914286,0.883721,0.860927,0.877828,0.908676,0.965517,0.907407
5521,0.852128,0.830731,0.841079,0.821012,0.766854,0.738026,0.601852,0.606452
5522,0.881466,0.846252,0.852113,0.830375,0.823139,0.768337,0.708502,0.717949
5523,0.893298,0.856206,0.827922,0.866432,0.832836,0.795195,0.723577,0.766667
5524,0.844068,0.849738,0.823529,0.825641,0.820844,0.8087,0.398678,0.370107
5525,0.853826,0.869565,0.856894,0.834471,0.82942,0.794973,0.288462,0.267361
5526,0.775701,0.706458,0.620536,0.882716,0.621554,0.508816,0.801887,0.854545
5527,0.356164,0.472222,0.353147,0.244048,0.377907,0.562334,0.592593,0.561798
5528,0.551724,0.593516,0.450111,0.370656,0.470494,0.594901,0.817204,0.717557
5529,0.248315,0.341954,0.323651,0.328502,0.194861,0.296149,0.320359,0.322404
5530,0.358166,0.487013,0.596091,0.443182,0.384946,0.447699,0.846154,0.682927
5531,0.303797,0.451613,0.501706,0.397516,0.305936,0.378261,0.677966,0.657143
5532,0.437086,0.593583,0.685315,0.584416,0.447867,0.462069,0.789474,0.833333
5533,0.343284,0.530547,0.474074,0.423529,0.19469,0.309278,0.695652,0.866667
5534,0.432,0.57,0.488372,0.5125,0.257426,0.362637,0.8,0.846154
5535,0.383838,0.495902,0.5,0.454545,0.177778,0.333333,0.666667,0.7
5536,0.904348,0.889251,0.9,0.890625,0.925926,0.942308,0.893333,0.913043
5537,0.867978,0.849582,0.789954,0.84,0.790941,0.854701,0.888158,0.88
5538,0.766949,0.68714,0.719834,0.692478,0.683175,0.646051,0.498807,0.523404
5539,0.823256,0.76093,0.714859,0.844595,0.653654,0.587968,0.42437,0.394558
5540,0.788793,0.769935,0.65616,0.871287,0.640127,0.516874,0.188312,0.237113
5541,0.772834,0.775424,0.664577,0.831522,0.638889,0.452055,0.304688,0.298701
5542,0.822157,0.776935,0.738832,0.672316,0.795756,0.792507,0.923664,0.953125
5543,0.892377,0.837585,0.853562,0.850746,0.853707,0.795276,0.937956,0.942029
5544,0.825581,0.792777,0.675803,0.787321,0.808329,0.693092,0.881633,0.922261
5545,0.771037,0.74105,0.661386,0.767967,0.739734,0.65119,0.889558,0.903571
5546,0.838235,0.8525,0.708333,0.886179,0.74,0.694737,0.943662,0.846154
5547,0.853535,0.819797,0.689076,0.813559,0.684932,0.650538,0.911765,0.941176
5548,0.748092,0.77972,0.578313,0.774648,0.661538,0.438095,0.854167,0.961538
5549,0.729167,0.819328,0.92233,0.892857,0.674419,0.865672,0.886364,0.647059
5550,0.86,0.841328,0.891892,0.890625,0.746269,0.842105,0.903846,0.857143
5551,0.715232,0.808625,0.897436,0.952941,0.822086,0.827103,0.881356,0.846154
5552,0.658385,0.750649,0.876847,0.8,0.764398,0.829268,0.925373,0.84375
5553,0.693989,0.816471,0.885965,0.88,0.800797,0.826748,0.948718,0.833333
5554,0.697561,0.771552,0.883065,0.896226,0.780781,0.844869,0.921348,0.93617
5555,0.81685,0.878689,0.908228,0.937063,0.879917,0.878357,0.947368,0.95
5556,0.806338,0.84984,0.890578,0.92053,0.884086,0.889561,0.926829,0.870968
5557,0.744868,0.817784,0.872629,0.890805,0.844371,0.833555,0.902985,0.873239
5558,0.673036,0.773903,0.80212,0.844444,0.727169,0.736842,0.869565,0.848485
5559,0.710383,0.812929,0.825203,0.867159,0.748148,0.781135,0.87619,0.854701
5560,0.71066,0.771689,0.768944,0.840678,0.772302,0.739764,0.93722,0.883721
5561,0.761494,0.795656,0.751323,0.878873,0.773496,0.756726,0.827957,0.834395
5562,0.851952,0.807126,0.782209,0.881402,0.808427,0.752481,0.941176,0.922619
5563,0.753937,0.733216,0.748286,0.807615,0.697169,0.662673,0.887446,0.86692
5564,0.554827,0.538685,0.508094,0.526606,0.525294,0.589566,0.849442,0.875887
5565,0.745404,0.758131,0.726354,0.802178,0.675153,0.680543,0.888683,0.914966
5566,0.578544,0.610701,0.394737,0.606452,0.441606,0.348361,0.780488,0.84
5567,0.651685,0.694352,0.705882,0.705128,0.73913,0.833333,0.869565,0.888889
5568,0.948905,0.93266,0.962963,0.907895,1,0.928571,0.407407,0.372549
5569,0.967949,0.950292,0.974026,0.923913,1,0.914286,0.333333,0.368421
5570,0.937387,0.917715,0.894737,0.925606,0.897059,0.88897,0.926531,0.87395
5571,0.902897,0.855239,0.853531,0.895522,0.864444,0.844201,0.828179,0.848057
5572,0.742047,0.774588,0.758299,0.807152,0.785606,0.727178,0.843666,0.893506
5573,0.80121,0.807096,0.781798,0.782875,0.728823,0.72203,0.808791,0.853047
5574,0.859375,0.893701,0.8,0.926471,0.878049,0.872,0.967742,0.965517
5575,0.798969,0.859838,0.801527,0.84375,0.827815,0.837321,0.957447,0.921053
5576,0.580756,0.707602,0.565217,0.529851,0.623457,0.731959,0.916667,0.896552
5577,0.801418,0.846369,0.83208,0.825243,0.774809,0.800628,0.932432,0.934066
5578,0.780761,0.830263,0.766265,0.741379,0.756364,0.796188,0.948718,0.904762
5579,0.687379,0.849969,0.721223,0.675781,0.666026,0.686916,0.941691,0.922727
5580,0.703992,0.851534,0.72323,0.718147,0.686413,0.693963,0.962319,0.936364
5581,0.591659,0.778941,0.604303,0.576923,0.585492,0.604205,0.913545,0.899543
5582,0.68969,0.813049,0.702652,0.698444,0.658762,0.64981,0.933718,0.931818
5583,0.492188,0.379098,0.362069,0.263158,0.416413,0.396721,0.86,0.833333
5584,0.704365,0.766004,0.562347,0.686567,0.606383,0.614776,0.691489,0.631579
5585,0.419263,0.462758,0.333333,0.35533,0.320261,0.400438,0.480519,0.388889
5586,0.631111,0.68171,0.422727,0.634146,0.437229,0.460251,0.603448,0.633333
5587,0.442478,0.576471,0.330579,0.346667,0.338028,0.382022,0.783784,0.882353
5588,0.714286,0.725664,0.608247,0.569231,0.555556,0.492958,0.862069,0.785714
5589,0.628866,0.681614,0.494737,0.451613,0.5,0.5,0.892857,0.846154
5590,0.895161,0.940541,0.791667,0.913462,0.945736,0.86014,0.906977,1
5591,0.879397,0.865789,0.910448,0.848214,0.874074,0.843137,0.942857,1
5592,0.911708,0.925287,0.908356,0.953901,0.890805,0.849432,0.914286,0.92381
5593,0.795259,0.786816,0.777515,0.856115,0.729761,0.667755,0.911839,0.894273
5594,0.826087,0.816229,0.796435,0.876457,0.794569,0.769231,0.921233,0.90303
5595,0.885106,0.874649,0.869168,0.899204,0.833894,0.794147,0.934783,0.90625
5596,0.865169,0.863544,0.818565,0.893372,0.804589,0.723542,0.91573,0.928571
5597,0.726027,0.791461,0.704655,0.831169,0.679641,0.605108,0.879121,0.822581
5598,0.799419,0.828571,0.715026,0.843318,0.714783,0.641553,0.892857,0.830189
5599,0.796117,0.840551,0.586066,0.809278,0.695391,0.64276,0.939394,0.883721
5600,0.803448,0.840816,0.652655,0.846154,0.707113,0.619469,0.796875,0.8
5601,0.790698,0.653846,0.708333,0.8,0.592593,0.443609,0.96,0.888889
5602,0.769231,0.583756,0.576642,0.516129,0.54902,0.442478,0.724138,0.705882
5603,0.805699,0.776563,0.779006,0.823276,0.791086,0.792453,0.107317,0.154639
5604,0.737458,0.822547,0.809019,0.834758,0.756684,0.808896,0.113269,0.131034
5605,0.698182,0.712179,0.70814,0.761526,0.681601,0.649682,0.125,0.147436
5606,0.732039,0.746503,0.724586,0.780656,0.694661,0.667665,0.122966,0.105455
5607,0.793037,0.762322,0.735169,0.816609,0.657763,0.605307,0.099265,0.110092
5608,0.684543,0.602254,0.596542,0.691489,0.491176,0.418231,0.053763,0.079545
5609,0.848739,0.85426,0.869863,0.852113,0.829897,0.806931,0.942857,0.865385
5610,0.754448,0.8083,0.811111,0.727811,0.376623,0.773438,0.89916,0.852941
5611,0.669683,0.670376,0.668449,0.715789,0.540541,0.590674,0.846774,0.769231
5612,0.738699,0.750687,0.749347,0.778468,0.644315,0.694978,0.886243,0.839623
5613,0.575221,0.675639,0.683516,0.743945,0.651724,0.558574,0.775862,0.642857
5614,0.714286,0.379845,0.677966,0.851562,0.654822,0.510638,0.859649,0.83871
5615,0.799544,0.584634,0.838791,0.773585,0.836066,0.698182,0.751634,0.771429
5616,0.766382,0.540396,0.731598,0.755068,0.728717,0.51385,0.69837,0.632184
5617,0.675336,0.47651,0.607206,0.617162,0.593879,0.373404,0.628916,0.583732
5618,0.760075,0.53171,0.699145,0.697368,0.639374,0.442488,0.641834,0.646739
5619,0.625592,0.422383,0.519459,0.588083,0.467548,0.281659,0.881356,0.808824
5620,0.607143,0.391167,0.458333,0.567686,0.398876,0.164948,0.836538,0.880952
5621,0.20979,0.378486,0.657143,0.482353,0.207317,0.598039,0.16,0.269231
5622,0.407407,0.482517,0.754386,0.589474,0.298246,0.608696,0.203704,0.178571
5623,0.383085,0.561119,0.639889,0.660465,0.510501,0.466767,0.313559,0.222222
5624,0.315673,0.466801,0.579099,0.473348,0.295249,0.347547,0.152493,0.131579
5625,0.442469,0.601399,0.612903,0.648703,0.503319,0.511427,0.192635,0.216346
5626,0.524205,0.675591,0.67298,0.753086,0.58427,0.541446,0.197368,0.278912
5627,0.670077,0.634146,0.612121,0.838428,0.581121,0.515856,0.643478,0.75
5628,0.584229,0.605263,0.53,0.674157,0.406863,0.472727,0.655914,0.695652
5629,0.497674,0.515222,0.41358,0.621429,0.27027,0.360577,0.56,0.472222
5630,0.62585,0.625,0.61157,0.733333,0.777778,0.795181,0.168831,0.2
5631,0.604278,0.58794,0.506329,0.629032,0.615385,0.695652,0.112245,0.09375
5632,0.616162,0.653584,0.541818,0.693122,0.666667,0.726962,0.15,0.043478
5633,0.71875,0.741627,0.67893,0.819512,0.736434,0.778135,0.12,0.150943
5634,0.627273,0.633282,0.506329,0.714953,0.666667,0.696793,0.130769,0.09434
5635,0.540107,0.608755,0.437326,0.637131,0.589971,0.688946,0.111888,0.09375
5636,0.665934,0.691959,0.61087,0.764925,0.69305,0.674419,0.1125,0.090909
5637,0.740772,0.773749,0.758377,0.845486,0.702638,0.65321,0.088353,0.075188
5638,0.858643,0.849902,0.85402,0.894828,0.797327,0.752551,0.158317,0.135338
5639,0.77669,0.803804,0.809713,0.863985,0.701167,0.707502,0.158257,0.095436
5640,0.68186,0.75558,0.800963,0.864173,0.64545,0.67838,0.087059,0.048246
5641,0.757079,0.730327,0.608824,0.785714,0.618449,0.528122,0.16996,0.162602
5642,0.735499,0.717005,0.559701,0.832669,0.545455,0.390892,0.179775,0.109589
5643,0.390606,0.432243,0.290162,0.347826,0.369837,0.457169,0.684049,0.638037
5644,0.364706,0.393393,0.254879,0.25486,0.252925,0.36,0.685714,0.689266
5645,0.384113,0.42568,0.267635,0.256513,0.291051,0.397906,0.681122,0.708543
5646,0.451887,0.434202,0.347603,0.408475,0.416477,0.461182,0.668058,0.686508
5647,0.503766,0.462668,0.395567,0.457338,0.466667,0.474644,0.667377,0.724
5648,0.648038,0.611852,0.566392,0.579151,0.540561,0.46566,0.640127,0.660256
5649,0.798165,0.731092,0.583333,0.846154,0.520408,0.315789,0.837838,0.894737
5650,0.962963,0.884615,0.910448,0.970588,0.888889,0.785714,0.983871,0.964286
5651,0.938596,0.871257,0.902778,0.886076,0.84507,0.754717,1,0.941176
5652,0.83536,0.797974,0.780541,0.854202,0.79723,0.723377,0.783262,0.759825
5653,0.744898,0.68743,0.662393,0.684783,0.614227,0.466667,0.613924,0.621622
5654,0.805195,0.805,0.765625,0.835821,0.689655,0.75,0.863636,0.769231
5655,0.798883,0.743169,0.557093,0.675258,0.739895,0.743764,0.849462,0.857143
5656,0.765792,0.773973,0.53875,0.705244,0.713864,0.668286,0.902128,0.900826
5657,0.666667,0.668293,0.336538,0.704918,0.582278,0.421053,0.816667,0.69697
5658,0.896861,0.920792,0.918103,0.864,0.885522,0.861538,0.97619,0.914286
5659,0.973941,0.953451,0.979452,0.98773,0.964912,0.939216,0.968085,0.975
5660,0.978142,0.964529,0.934844,0.952381,0.948763,0.933333,0.97541,0.962264
5661,0.951036,0.923554,0.928444,0.959259,0.936242,0.874753,0.982456,0.973684
5662,0.861507,0.826652,0.757143,0.882353,0.695026,0.637824,0.971751,0.987342
5663,0.813853,0.782353,0.722826,0.867769,0.691589,0.533074,0.861111,0.9
5664,0.826087,0.795359,0.733728,0.857143,0.679558,0.591346,0.875,0.857143
5665,0.617391,0.492308,0.529851,0.493827,0.641667,0.754098,0.428571,0.5
5666,0.632812,0.526882,0.517007,0.521739,0.573529,0.830882,0.425,0.5
5667,0.842342,0.863732,0.811847,0.828947,0.835322,0.900726,0.513889,0.5
5668,0.913208,0.867857,0.854839,0.871134,0.895765,0.913603,0.575758,0.596491
5669,0.842752,0.803841,0.865672,0.837037,0.870472,0.858491,0.581699,0.53125
5670,0.818448,0.81478,0.787952,0.795866,0.797316,0.744023,0.5,0.532544
5671,0.833098,0.860444,0.787843,0.81519,0.810153,0.773045,0.55157,0.523529
5672,0.785519,0.782098,0.751174,0.805486,0.775886,0.732835,0.569565,0.537143
5673,0.657285,0.637985,0.510158,0.735484,0.504464,0.562577,0.426901,0.4375
5674,0.423423,0.654902,0.546875,0.552239,0.601942,0.735849,0.055556,0
5675,0.208696,0.389706,0.138889,0.28169,0.284404,0.509091,0,0
5676,0.163265,0.455927,0.3,0.2,0.251748,0.56,0,0
5677,0.131579,0.425056,0.194444,0.184211,0.236052,0.52349,0.066667,0
5678,0.468045,0.58674,0.479365,0.492308,0.534985,0.616071,0.09434,0.025
5679,0.464844,0.598712,0.402778,0.51938,0.572,0.459459,0.090909,0
5680,0.59596,0.683486,0.728261,0.560606,0.421053,0.690909,0.64,0.777778
5681,0.665975,0.710526,0.734226,0.694656,0.713147,0.711086,0.725146,0.735294
5682,0.778923,0.801887,0.675365,0.780435,0.785548,0.684603,0.866667,0.87451
5683,0.675214,0.666185,0.658915,0.771739,0.63738,0.605882,0.821429,0.860465
5684,0.675,0.76824,0.676829,0.795082,0.640449,0.540441,0.734375,0.848485
5685,0.627586,0.633333,0.557895,0.758242,0.521552,0.453039,0.866667,0.953488
5686,0.588235,0.589595,0.585366,0.454545,0.436782,0.428571,0.529412,0.7
5687,0,0,0,0,0.071429,0.018692,0,0
5688,0,0.001996,0.006849,0.005076,0.001385,0.002788,0,0.011628
5689,0.002028,0.007498,0.003115,0,0.005959,0.003359,0.015267,0
5690,0.001168,0.003446,0.003026,0,0.004762,0.005091,0.004425,0
5691,0.007246,0.004444,0,0,0,0,0,0
5692,0,0.004808,0,0,0,0,0.021739,0
5693,0,0,0,0.015625,0,0,0,0
5694,0.981651,0.945841,0.964706,0.975806,0.939394,0.901099,0.955752,0.970588
5695,0.870787,0.738938,0.838983,0.87037,0.746988,0.694915,0.949495,0.981818
5696,0.868571,0.812918,0.866071,0.898148,0.746835,0.754386,0.969697,0.942308
5697,0.876829,0.823895,0.8051,0.880299,0.809571,0.734834,0.927083,0.903846
5698,0.854545,0.836608,0.823353,0.897163,0.773554,0.66875,0.898477,0.936842
5699,0.856502,0.765217,0.757764,0.808,0.635294,0.458763,0.83871,0.880952
5700,0.882883,0.892523,0.881356,0.822222,0.72973,0.767442,0.948718,0.916667
5701,0.813559,0.89759,0.789474,0.871429,0.758242,0.855769,0.803571,0.823529
5702,0.945,0.952756,0.824818,0.949367,0.926829,0.916084,0.835821,0.913043
5703,0.932432,0.943363,0.929204,0.9375,0.919643,0.881679,0.894737,0.886364
5704,0.747801,0.783626,0.707447,0.788406,0.693548,0.724066,0.919431,0.94382
5705,0.94359,0.935897,0.946309,0.984733,0.90411,0.852941,0.926471,1
5706,0.86039,0.900641,0.877953,0.964824,0.864198,0.812734,0.922414,0.977273
5707,0.835924,0.857287,0.866379,0.881844,0.842949,0.762195,0.915423,0.9375
5708,0.931983,0.918089,0.913681,0.962312,0.944114,0.876905,0.972112,0.952381
5709,0.888598,0.88512,0.895588,0.934978,0.917172,0.825956,0.949821,0.933824
5710,0.894661,0.850157,0.848429,0.911641,0.842196,0.764649,0.93007,0.939467
5711,0.8749,0.83966,0.85548,0.882979,0.826667,0.739309,0.880998,0.886905
5712,0.695652,0.760355,0.607477,0.834711,0.762295,0.588785,0.878049,0.911765
5713,0.657143,0.691244,0.690909,0.802817,0.625,0.371429,0.833333,0.863636
5714,0.830028,0.776224,0.343358,0.854015,0.390852,0.635417,0.86859,0.892405
5715,0.908861,0.913247,0.425,0.870968,0.47861,0.912676,0.909677,0.869048
5716,0.975806,0.956044,0.520408,0.941935,0.514085,0.939597,0.955357,0.970588
5717,0.954545,0.975983,0.560976,0.925926,0.494737,0.950495,0.978723,0.947368
5718,0.951613,0.956818,0.538462,0.936,0.435294,0.916667,0.977778,0.98
5719,0.947368,0.954545,0.534247,0.900901,0.453333,0.954545,0.977273,0.978261
5720,0.907285,0.482574,0.52459,0.903226,0.492063,0.896104,0.95122,0.906977
5721,0.381579,0.79638,0.314721,0.923077,0.592453,0.457447,0.935897,0.918919
5722,0.840979,0.35942,0.712676,0.93722,0.778107,0.633968,0.93913,0.944444
5723,0.787062,0.860158,0.7325,0.951613,0.761349,0.657248,0.912698,0.919355
5724,0.075061,0.864346,0.745995,0.922535,0.738883,0.669248,0.507353,0.913043
5725,0.828306,0.370499,0.728665,0.935593,0.733766,0.640461,0.430556,0.897436
5726,0.783699,0.82049,0.437002,0.873385,0.736799,0.707831,0.855721,0.855932
5727,0.914286,0.9008,0.864901,0.921569,0.879765,0.832429,0.935065,0.843537
5728,0.966929,0.942348,0.910646,0.964286,0.938834,0.915394,0.978814,0.970803
5729,0.598566,0.924752,0.516484,0.931298,0.456853,0.497585,0.911504,0.461538
5730,0.979508,0.95749,0.93578,0.966216,0.915966,0.957447,0.951923,0.971014
5731,0.879009,0.915641,0.883721,0.858757,0.801541,0.864889,0.954717,0.937107
5732,0.952159,0.936879,0.91886,0.940133,0.8966,0.896774,0.974286,0.96347
5733,0.877828,0.885953,0.86738,0.88651,0.831643,0.822753,0.967391,0.969565
5734,0.924584,0.896821,0.803556,0.911654,0.826276,0.785081,0.958242,0.968085
5735,0.921512,0.905649,0.807116,0.912963,0.832164,0.771158,0.969163,0.970909
5736,0.901394,0.888684,0.780115,0.911275,0.819436,0.745665,0.946667,0.940959
5737,0.878282,0.863034,0.70229,0.872068,0.790698,0.662431,0.914948,0.923077
5738,0.72093,0.709434,0.475,0.850746,0.731707,0.5,0.898551,0.870968
5739,0.901961,0.86413,0.934783,0.902439,0.538462,0.6,0.821429,0.681818
5740,0.777429,0.608215,0.770677,0.778261,0.62963,0.442748,0.848837,0.854545
5741,0.902941,0.75,0.907749,0.892562,0.827893,0.6787,0.950276,0.965812
5742,0.771901,0.535645,0.744949,0.76912,0.660723,0.49974,0.878594,0.854227
5743,0.745469,0.518948,0.711129,0.74116,0.672103,0.556036,0.905817,0.894737
5744,0.5,0.256809,0.436364,0.506329,0.422222,0.282051,0.815789,0.888889
5745,0.591398,0.561086,0.416667,0.5625,0.376812,0.5,0.15,0
5746,0.763158,0.692607,0.549296,0.541176,0.597826,0.666667,0.137255,0.095238
5747,0.482085,0.501767,0.338983,0.429319,0.631579,0.684375,0.081481,0.20339
5748,0.679348,0.566975,0.523132,0.556213,0.743529,0.770718,0.178899,0.274194
5749,0.897252,0.831149,0.846847,0.774,0.869079,0.831748,0.148571,0.184211
5750,0.886715,0.830464,0.704991,0.749553,0.805889,0.798329,0.219807,0.227468
5751,0.660732,0.572997,0.472222,0.548885,0.698312,0.702672,0.150685,0.15102
